Age,Salary,CreditScore,Gender,SpendingScore,MembershipYears,PreviousPurchases,Purchased
45,99980,617,Female,98,13,40,1
58,92320,347,Male,6,11,47,1
52,37929,309,Female,33,3,25,0
64,86606,532,Male,79,11,4,0
35,108442,335,Female,15,7,14,0
31,120154,712,Female,14,8,45,1
52,82559,761,Female,39,1,8,0
61,74205,303,Male,63,8,31,1
58,130694,343,Female,5,10,25,0
24,88475,867,Male,90,11,36,1
58,84341,853,Male,81,3,14,0
30,115377,554,Female,52,5,40,1
35,62863,413,Male,16,13,3,0
54,101837,696,Female,99,6,35,1
30,85439,473,Male,38,3,19,0
53,27194,554,Male,53,7,26,0
48,91387,765,Male,87,12,20,1
19,141361,576,Male,77,13,21,1
33,101914,763,Female,97,9,6,0
26,86214,801,Male,93,7,46,1
26,116176,740,Female,53,0,30,1
55,119292,368,Male,46,7,16,0
28,49777,808,Female,98,9,49,1
39,145355,625,Female,98,13,6,1
50,46183,366,Male,91,11,18,1
53,47445,603,Male,15,2,27,0
62,87038,783,Female,59,4,9,0
40,136477,847,Male,50,13,26,1
62,107201,716,Male,9,9,12,0
62,36198,458,Male,26,7,1,0
51,41411,448,Male,3,10,21,0
26,70577,326,Male,47,5,19,0
41,35867,883,Male,5,3,42,0
25,82501,547,Male,62,14,4,0
24,34266,400,Male,84,3,5,0
53,59422,395,Male,84,11,34,1
35,55208,683,Female,5,3,0,0
20,128538,581,Male,10,5,34,1
45,141544,621,Male,80,6,2,1
23,51213,695,Male,63,12,35,1
61,27367,577,Male,25,4,6,0
61,144158,828,Male,44,9,28,1
38,99026,562,Female,25,13,14,1
45,55362,879,Female,30,7,10,0
57,139377,592,Male,14,6,17,1
18,71588,593,Female,86,7,43,1
53,58285,694,Male,43,14,3,0
38,146683,812,Male,28,3,23,1
60,145085,479,Female,94,7,10,1
52,94755,534,Female,19,12,5,0
30,91846,636,Female,42,5,17,0
27,56307,307,Female,20,2,14,0
61,115167,742,Female,99,12,2,1
64,100280,838,Male,86,7,16,0
27,39867,390,Male,79,12,32,1
63,76523,571,Male,11,6,33,0
30,104161,304,Female,54,9,29,1
54,26378,893,Male,98,4,18,1
55,104685,518,Female,24,10,8,0
41,127669,417,Male,70,3,39,1
19,96958,892,Female,17,0,43,0
39,47926,881,Female,28,9,30,1
34,123215,414,Male,50,2,26,0
53,118707,562,Male,95,1,46,1
31,33180,605,Male,55,7,24,0
27,112837,721,Male,73,13,6,1
52,138070,506,Female,10,7,47,1
42,56931,602,Male,21,11,6,0
20,44014,411,Female,58,4,19,0
64,134775,716,Male,34,13,43,1
55,116472,854,Male,95,4,48,1
34,99872,584,Male,93,14,42,1
29,78502,484,Male,43,10,35,1
41,107736,520,Male,11,3,18,0
46,25470,743,Female,33,0,1,0
60,116395,416,Male,58,0,33,0
42,34953,369,Female,46,12,16,0
53,124580,369,Male,61,5,23,1
43,58507,726,Female,62,14,8,0
55,138961,867,Male,1,3,0,0
18,112969,742,Male,21,3,41,1
37,111493,436,Male,62,2,27,1
45,26523,803,Female,64,13,14,0
33,106923,430,Female,87,8,20,1
64,77190,517,Male,73,2,14,0
34,67761,470,Male,56,7,22,0
57,51169,774,Male,1,1,1,0
45,65641,428,Female,21,3,45,0
29,42990,356,Male,22,0,35,0
44,49661,480,Female,54,10,49,1
59,33419,545,Male,4,4,8,0
64,34457,443,Female,65,1,1,0
47,87600,350,Female,51,10,1,0
58,123619,667,Female,74,12,17,1
51,96102,758,Male,63,0,16,0
54,53085,517,Female,15,0,40,0
23,117064,866,Male,36,1,7,0
24,70654,556,Female,29,4,33,0
49,26130,455,Male,52,11,33,1
49,125723,864,Female,46,14,4,1
42,22042,741,Female,69,14,43,1
50,90134,324,Male,29,8,28,0
24,62982,835,Male,47,5,27,0
29,118422,359,Female,91,11,15,1
33,85185,766,Female,25,3,13,0
33,53477,733,Male,80,14,1,1
60,134161,365,Female,16,2,39,0
53,72709,864,Female,89,7,3,0
30,48716,405,Male,41,2,40,0
24,98137,395,Male,65,0,30,0
53,56018,850,Male,69,3,25,0
64,28061,467,Female,20,10,26,0
26,28609,341,Female,69,12,33,1
49,55371,403,Female,36,4,30,0
28,130350,503,Male,93,4,47,1
25,103021,819,Female,98,4,10,1
50,40805,581,Male,58,7,7,0
40,27857,342,Male,48,7,11,0
42,31620,409,Female,82,11,34,1
25,28177,509,Male,2,12,44,1
62,50111,348,Female,80,3,33,0
39,140770,414,Male,29,14,12,0
21,108578,454,Male,97,8,26,1
57,104181,802,Male,16,0,7,0
20,109941,370,Female,35,4,46,0
46,147049,818,Male,62,4,20,1
58,31826,635,Female,81,4,40,1
46,33890,366,Male,4,7,10,0
51,102428,792,Male,68,8,21,1
51,137067,512,Male,51,2,20,0
45,146044,480,Female,89,8,27,1
30,78031,898,Female,33,12,2,0
32,139440,547,Female,78,10,6,1
40,132134,513,Female,24,7,13,0
61,95020,658,Female,75,2,14,0
43,25495,548,Male,25,1,8,0
21,48481,815,Male,28,14,42,1
43,31267,387,Female,7,3,6,0
57,137897,475,Female,36,14,11,1
26,125702,725,Female,10,12,18,1
22,26743,380,Female,36,11,26,0
49,74800,437,Male,95,1,17,0
37,123475,732,Female,83,3,12,0
28,68773,769,Female,18,4,42,0
32,77042,649,Female,6,1,0,0
49,69476,425,Female,92,11,37,1
45,147967,608,Male,7,7,20,0
39,112105,529,Male,12,0,33,0
58,48552,759,Female,41,2,12,0
34,85242,644,Male,63,6,44,1
43,65772,609,Male,98,9,40,1
61,63730,319,Female,25,0,22,0
24,48948,860,Female,81,12,0,0
59,96311,840,Male,53,10,22,1
43,89093,859,Male,33,14,27,1
42,89123,776,Male,87,1,31,1
27,36535,568,Male,73,2,7,0
62,86490,302,Male,6,13,25,1
36,66562,315,Female,62,13,13,0
28,139042,657,Male,66,1,23,0
30,145251,432,Male,9,1,47,0
25,109080,611,Male,67,11,28,1
57,147844,781,Male,16,10,3,0
21,78535,843,Male,89,5,17,1
64,118991,604,Male,88,6,13,1
48,61269,568,Male,93,5,26,1
45,100674,713,Male,55,10,40,1
28,62462,324,Female,40,5,46,1
60,23127,615,Female,26,14,2,0
18,43147,870,Male,38,8,29,1
64,65528,575,Female,35,7,35,0
55,97095,688,Female,87,13,22,1
41,133100,743,Female,68,7,17,1
64,88931,726,Female,59,5,45,1
48,110925,356,Female,14,4,46,0
58,86381,865,Female,47,8,39,1
63,119468,667,Male,71,11,9,1
43,131258,641,Male,72,1,11,0
22,83749,603,Female,42,6,40,1
37,58672,673,Male,51,5,7,0
58,33731,411,Female,19,6,31,0
28,144647,305,Male,66,11,16,1
50,74512,578,Male,47,3,40,0
55,118658,681,Male,65,8,44,1
44,71024,312,Female,42,6,13,0
51,136712,602,Male,38,1,36,1
32,121121,855,Male,13,12,8,0
49,23832,459,Female,44,3,25,0
38,52332,453,Female,24,4,47,0
63,32467,480,Male,96,1,23,0
22,61025,825,Female,30,9,22,0
23,33107,479,Male,70,7,30,1
55,148347,676,Male,38,0,38,1
39,97994,467,Female,97,14,43,1
35,114202,513,Female,23,2,1,0
31,63481,449,Male,74,14,49,1
27,22581,315,Female,57,13,17,0
63,95118,390,Male,79,0,15,0
30,144010,419,Female,23,14,28,1
48,71638,552,Female,36,4,10,0
47,143714,359,Female,57,7,1,0
20,28418,565,Female,1,6,13,0
47,113627,708,Female,72,8,3,1
23,49113,330,Male,3,1,38,0
46,104363,320,Male,14,11,33,1
25,143607,892,Male,81,7,45,1
61,83044,588,Female,34,7,38,1
62,99955,842,Male,70,13,8,1
60,81030,797,Male,69,5,39,1
61,31814,773,Female,51,2,40,0
50,119340,704,Female,29,1,6,0
34,30024,847,Female,99,13,16,1
28,83288,431,Male,82,7,22,0
30,129236,623,Male,48,5,44,1
28,77836,431,Female,94,3,10,0
48,27435,820,Male,79,4,21,0
45,87084,329,Male,79,4,17,1
61,144023,600,Female,16,12,48,1
23,90601,303,Male,57,8,27,0
58,108416,624,Female,97,12,15,1
33,140871,808,Male,10,12,41,1
21,138645,536,Female,19,8,3,0
52,23407,834,Male,67,7,35,1
43,118943,315,Male,36,7,21,0
29,52940,833,Female,4,11,10,0
28,25666,883,Female,75,1,20,0
54,57122,745,Female,33,13,39,1
42,138647,802,Female,28,2,40,1
35,45092,529,Male,96,13,15,1
36,149753,406,Female,80,7,41,1
40,143402,688,Female,9,12,8,1
55,95645,562,Female,75,4,34,1
35,121190,862,Female,6,6,33,1
43,120468,364,Female,49,13,8,1
23,149207,564,Male,91,7,12,1
21,46505,637,Female,76,5,5,0
61,56713,600,Female,22,14,3,0
46,74387,677,Female,48,4,45,1
51,63169,474,Male,21,7,27,0
34,93282,451,Male,33,0,10,0
60,97511,775,Male,81,0,33,1
60,71742,565,Female,56,0,34,0
33,60522,628,Female,29,2,4,0
19,101132,462,Male,53,9,38,1
51,139622,737,Male,40,12,10,1
25,138764,642,Female,74,11,11,1
30,123489,666,Female,18,5,42,1
59,119397,764,Female,47,5,18,0
25,23880,498,Male,13,4,12,0
47,63454,799,Female,27,12,3,0
49,75711,315,Female,62,12,13,0
53,63539,595,Male,74,13,43,1
64,128984,810,Male,96,6,1,1
47,88321,538,Male,45,4,7,0
18,107985,880,Female,3,13,21,0
60,34799,600,Male,22,1,12,0
56,134584,305,Male,27,3,20,0
34,124843,519,Female,55,0,20,0
37,80102,752,Female,67,6,27,1
41,70726,732,Male,33,3,32,0
39,68784,685,Female,2,12,28,0
46,140364,594,Male,75,3,36,1
39,133034,417,Female,46,12,21,1
61,63333,704,Female,74,3,25,0
26,60828,893,Male,33,2,10,0
54,89526,865,Male,58,7,10,0
27,74362,311,Male,7,3,44,1
53,73997,508,Female,15,7,33,0
54,143973,464,Male,26,8,18,0
45,70341,593,Female,11,0,47,0
45,39073,818,Female,38,14,36,1
59,122399,377,Male,27,3,13,0
60,34549,733,Female,7,5,28,0
38,103795,876,Female,1,7,18,0
41,76920,376,Male,74,13,36,1
59,105326,347,Female,21,5,20,0
57,95515,381,Female,79,11,23,1
19,149392,508,Male,30,5,25,0
25,40316,744,Male,94,9,40,1
44,46183,895,Female,8,3,11,0
39,113860,821,Female,88,8,47,1
54,44624,328,Female,83,6,18,0
44,82515,603,Female,3,13,46,1
46,123712,764,Male,55,10,48,1
20,105781,801,Female,15,5,29,0
61,66705,745,Female,36,0,14,0
30,109326,789,Female,6,1,2,0
62,46756,727,Female,42,11,48,1
27,80390,858,Male,50,5,12,0
53,88369,658,Female,18,10,8,0
26,90821,390,Male,83,14,12,1
44,29589,352,Male,50,0,15,0
51,133012,888,Male,30,14,13,0
18,34116,503,Male,77,14,7,0
49,93181,855,Male,39,10,18,1
42,64786,455,Female,12,4,31,0
46,114686,301,Male,98,0,34,1
24,143711,656,Male,59,12,22,1
20,96425,868,Male,76,2,20,0
37,50286,357,Female,44,11,17,0
37,123081,553,Male,88,11,47,1
47,35994,479,Female,4,11,13,0
52,121039,792,Male,36,6,15,0
52,131915,334,Male,48,4,23,1
56,142961,374,Female,14,14,48,1
44,110198,588,Female,81,11,31,1
43,124672,670,Female,49,14,10,1
31,46639,886,Male,67,9,44,1
34,37205,628,Female,87,0,10,0
35,76677,889,Female,77,0,3,0
62,52930,603,Female,9,14,25,0
46,93313,878,Female,21,7,45,1
37,113851,520,Female,72,10,4,1
44,133153,463,Male,81,13,35,1
35,112509,779,Female,16,12,32,1
21,38316,754,Male,16,8,13,0
18,47304,674,Female,28,6,31,0
18,121839,519,Female,51,12,6,1
43,116058,553,Male,56,2,9,0
62,107876,487,Male,80,11,1,1
37,105366,490,Male,57,5,9,0
40,33403,688,Male,52,2,34,0
27,100052,514,Female,46,9,20,1
28,137478,674,Male,78,3,39,1
58,104627,385,Female,38,11,41,1
58,93495,773,Female,84,3,7,0
22,51932,830,Female,48,2,45,1
18,116090,346,Male,41,9,17,1
34,56701,364,Male,98,5,8,0
39,23385,774,Male,59,4,40,1
51,141324,445,Female,93,10,29,1
62,119226,681,Male,67,8,3,0
58,77241,365,Male,74,8,34,1
46,30367,816,Female,84,2,13,0
21,85030,392,Male,66,12,13,1
22,66505,725,Female,27,8,47,1
28,144462,767,Male,32,12,36,1
38,53332,393,Male,56,11,19,1
52,105178,432,Male,10,2,28,0
29,96325,733,Male,40,3,22,0
43,55268,640,Male,17,0,46,0
36,106486,613,Female,58,4,20,0
62,45563,890,Male,97,11,30,1
24,125185,511,Male,6,8,31,0
64,56404,819,Male,39,14,40,1
24,75182,458,Male,18,1,6,0
43,52991,567,Male,73,3,12,0
57,124601,773,Male,72,9,22,1
22,67663,709,Male,89,1,7,0
38,85886,773,Female,95,13,11,1
31,142002,655,Female,42,7,35,1
21,103848,492,Male,4,8,15,0
40,44127,570,Female,20,2,25,0
59,77692,413,Male,28,12,28,1
37,114389,822,Female,40,14,28,1
32,57500,354,Male,65,8,5,0
62,53785,364,Male,44,5,36,0
46,104146,571,Female,23,5,32,0
25,109126,801,Male,57,6,30,1
58,114979,661,Female,47,11,45,1
36,67997,445,Male,13,4,40,0
56,27170,508,Male,16,5,17,0
63,33303,585,Male,90,10,37,1
45,91743,309,Male,55,0,46,1
63,97852,485,Female,95,2,30,1
44,55187,873,Male,65,11,15,1
21,85034,896,Female,81,8,39,1
32,91776,763,Female,16,11,36,1
52,21893,433,Male,37,4,13,0
54,33753,470,Male,52,4,38,0
18,58090,512,Female,10,7,3,0
20,84922,829,Female,38,10,29,1
64,96768,801,Male,44,10,32,1
41,79412,871,Female,95,12,35,1
44,142406,899,Female,74,1,29,1
57,76030,326,Female,54,12,13,0
53,37509,367,Male,98,6,22,1
51,88653,707,Female,51,8,47,1
46,56929,851,Female,52,6,27,0
41,149626,408,Female,70,11,6,1
41,68291,373,Female,92,4,41,1
59,24042,877,Male,92,12,9,1
21,82574,561,Male,59,5,3,0
20,57201,667,Female,13,3,43,0
51,112282,536,Female,41,13,37,1
40,34016,665,Female,12,11,12,0
40,45022,585,Male,50,6,20,0
62,120962,677,Male,57,0,32,1
22,47938,675,Female,50,3,39,1
48,63678,375,Female,57,2,27,0
58,138171,308,Male,54,12,22,1
23,149638,495,Female,66,3,31,1
54,121248,589,Female,8,0,47,1
27,81720,360,Male,63,11,4,0
57,125514,688,Male,9,12,25,1
24,76805,862,Male,60,1,38,1
56,94323,863,Male,63,11,25,1
55,21986,307,Male,72,10,2,0
38,96478,668,Female,3,12,23,0
37,102994,344,Male,73,8,33,1
20,32161,643,Male,13,14,33,0
39,40689,674,Male,9,6,19,0
64,147101,326,Male,95,12,29,1
21,114699,492,Male,89,5,41,1
45,80924,656,Male,52,1,19,0
29,121311,361,Female,62,0,40,1
55,119273,361,Male,8,1,17,0
53,94308,721,Female,95,6,37,1
64,121128,850,Female,45,1,19,1
58,83745,679,Male,53,2,5,0
22,146881,576,Male,63,7,41,1
30,21211,730,Female,95,6,24,1
40,20229,414,Female,81,11,40,1
47,138972,420,Female,57,10,40,1
54,68542,824,Male,54,10,2,0
42,34345,715,Female,19,13,43,1
44,121489,462,Male,67,10,42,1
31,51819,636,Male,46,8,45,1
64,67779,678,Female,94,11,18,1
53,102421,623,Male,10,3,9,0
56,112244,472,Male,93,6,4,0
33,85584,363,Female,18,0,21,0
39,39950,400,Female,12,10,8,0
38,35173,621,Male,49,10,32,1
38,137743,365,Female,23,1,14,0
25,78032,856,Male,62,6,23,1
33,135074,898,Female,11,14,29,1
48,119273,757,Female,73,1,35,1
59,48036,878,Female,56,5,38,1
27,143885,752,Female,88,12,5,1
49,132857,558,Male,89,9,14,1
51,91356,725,Female,55,11,37,1
26,34292,477,Male,25,8,38,0
34,23052,579,Male,9,10,21,0
28,64377,643,Female,12,4,2,0
49,109317,316,Female,11,9,28,0
27,87838,595,Female,38,6,28,0
39,87819,501,Female,28,12,30,1
34,133689,493,Female,8,0,44,0
21,128103,448,Male,74,7,1,0
64,35620,674,Female,89,8,34,1
42,50461,334,Male,47,14,44,1
38,40750,668,Male,36,12,8,0
54,118426,328,Male,50,4,21,1
55,108719,520,Male,9,5,18,0
18,29472,352,Female,60,12,49,1
42,89263,652,Female,72,10,36,1
53,132036,691,Male,67,7,9,1
34,77602,375,Male,53,3,45,1
58,45523,793,Female,82,1,20,0
41,50766,821,Male,99,14,16,1
19,123262,416,Female,17,9,2,0
57,86060,579,Male,53,7,6,0
32,29079,474,Female,28,1,40,0
49,28399,594,Male,63,4,36,0
56,80726,750,Male,15,14,35,1
23,112906,817,Male,19,12,2,0
18,36532,320,Female,86,5,12,0
64,142689,372,Female,70,4,40,1
40,102357,335,Female,47,5,29,0
56,63162,806,Male,71,5,22,1
34,23749,532,Male,48,2,6,0
51,31353,796,Male,73,10,29,1
58,132313,505,Male,20,10,28,1
46,48477,725,Male,37,2,7,0
26,44570,343,Male,75,8,9,0
30,106373,390,Female,2,2,32,0
23,31437,769,Female,64,2,19,0
23,58104,766,Female,86,10,28,1
37,83370,753,Male,36,13,28,1
20,24551,894,Female,5,1,20,0
34,88359,632,Male,64,6,0,0
29,74880,806,Male,7,9,33,1
64,32916,769,Female,70,9,43,1
62,146150,320,Male,22,3,31,0
18,100703,527,Male,74,0,44,1
34,61445,675,Male,46,5,13,0
20,67636,429,Male,40,4,36,1
43,93927,713,Male,61,13,34,1
32,98194,370,Female,46,10,23,1
53,49685,703,Female,84,1,48,1
49,71134,861,Male,28,5,0,0
49,108916,696,Male,87,0,45,1
21,127967,636,Female,35,2,5,0
35,114455,804,Female,1,3,48,1
36,147763,575,Female,29,12,3,0
60,87847,312,Male,9,2,37,0
52,59993,302,Female,9,14,0,0
57,64333,523,Female,22,12,40,1
31,128574,474,Male,63,5,30,1
50,78865,684,Male,66,10,35,1
31,99096,540,Female,80,3,8,0
51,69756,846,Male,58,13,40,1
21,142863,313,Female,70,0,44,1
41,81192,494,Female,55,4,22,0
46,80686,696,Male,13,4,30,0
36,68733,730,Male,97,8,28,1
23,124089,605,Female,19,7,48,1
50,45993,633,Male,79,14,20,1
57,50492,709,Male,33,7,2,0
36,40981,302,Male,74,4,25,0
18,44143,851,Male,65,7,5,0
22,97603,751,Male,60,13,19,1
44,109452,794,Male,12,9,46,1
33,80277,716,Male,43,6,45,1
23,127044,690,Female,93,0,12,0
57,131957,672,Male,17,11,40,1
30,69990,351,Female,68,6,22,0
52,148406,675,Male,29,10,14,1
36,82888,694,Female,55,7,45,1
29,89351,441,Male,7,2,30,0
33,117372,385,Female,44,8,3,0
60,69999,763,Male,77,7,10,1
27,123013,345,Female,5,1,1,0
42,122811,537,Male,60,5,15,0
37,124879,309,Male,6,3,30,0
48,90309,872,Female,98,2,47,1
21,32446,829,Female,7,10,38,0
61,50733,897,Male,46,5,42,1
40,139156,477,Female,57,9,43,1
19,96000,305,Female,54,12,3,0
39,68632,606,Male,92,14,47,1
54,41576,847,Female,46,8,27,0
25,23320,626,Male,10,1,15,0
24,30750,655,Female,4,9,38,0
31,123002,694,Male,67,9,24,1
20,73463,599,Female,25,9,12,0
33,46572,825,Male,87,4,4,0
36,138361,584,Male,91,5,29,1
35,37948,629,Female,78,3,0,0
33,146898,349,Female,61,6,4,0
25,136528,677,Male,38,1,13,0
50,58826,899,Male,32,6,10,0
29,109051,837,Female,23,1,33,0
28,47867,443,Female,37,0,28,0
22,80231,359,Female,3,10,17,0
44,86262,374,Female,99,4,14,0
29,111356,302,Female,13,1,45,0
34,146340,874,Female,34,7,24,1
23,92233,747,Male,88,11,29,1
50,64678,574,Female,65,11,44,1
22,127561,829,Female,76,11,1,1
45,32963,891,Female,8,7,39,0
31,84360,514,Female,83,0,26,0
22,69434,784,Male,9,3,48,0
50,86617,628,Male,28,13,14,0
58,40269,554,Male,78,8,31,1
36,137569,686,Male,91,4,19,1
39,96312,425,Female,18,11,13,0
22,117352,883,Male,42,10,26,1
19,99732,849,Female,41,9,2,0
47,137658,623,Female,70,12,48,1
64,127648,503,Male,33,5,2,0
56,101494,471,Male,89,2,12,0
21,108905,516,Female,77,4,24,1
50,97225,544,Male,54,13,17,0
30,102867,635,Male,87,11,0,0
37,57528,597,Female,36,12,38,1
24,144597,481,Female,97,12,4,1
32,98972,633,Female,85,12,1,1
40,85602,810,Female,98,0,29,1
31,116261,682,Female,56,7,16,1
40,110748,498,Male,17,10,28,1
36,143193,631,Female,10,14,41,1
46,146277,464,Female,87,5,3,1
37,53332,541,Female,44,11,8,0
46,144481,526,Male,2,1,20,0
41,110937,855,Female,99,3,42,1
35,149529,750,Female,14,3,11,0
27,98929,495,Male,41,8,11,0
58,89206,503,Female,2,8,49,1
25,111137,757,Female,19,4,3,0
43,22251,556,Female,80,11,27,1
46,65717,828,Male,89,2,8,1
27,119108,571,Male,1,0,39,0
34,47027,308,Female,2,5,31,0
19,117382,500,Female,27,7,12,0
23,106551,358,Female,2,0,33,0
22,29583,692,Male,94,10,18,1
45,70387,418,Male,51,0,13,0
58,43104,852,Male,10,14,4,0
22,32224,698,Male,19,10,26,0
35,80624,630,Male,80,6,27,1
43,76058,566,Male,13,6,25,0
37,124320,819,Female,48,1,9,1
58,116372,779,Male,56,2,23,1
44,49299,433,Female,72,1,16,0
29,98572,654,Male,56,5,15,0
24,105469,883,Female,50,12,16,1
20,97928,797,Male,95,12,0,1
27,149518,406,Female,45,7,20,1
51,93474,589,Female,89,7,46,1
42,24141,446,Female,59,14,48,1
52,43350,626,Male,39,0,42,0
33,95082,714,Male,21,10,21,1
19,90871,509,Male,55,8,4,0
41,25077,595,Female,57,10,35,1
27,66015,697,Female,41,7,20,1
55,91147,402,Female,93,8,8,1
39,79180,807,Male,70,12,26,1
43,60857,508,Male,82,13,47,1
60,121196,727,Female,49,12,11,1
56,79840,692,Male,44,8,17,0
44,145463,408,Male,35,10,34,1
46,79902,647,Male,91,11,14,1
64,25577,349,Male,5,5,49,0
55,40002,404,Female,71,2,43,1
37,70711,719,Male,74,0,29,1
44,59451,672,Male,74,10,44,1
58,119811,326,Female,51,7,32,1
37,69103,572,Female,57,9,35,1
61,48647,639,Male,58,2,39,1
36,54831,600,Male,92,12,29,1
37,138330,779,Male,36,6,25,1
52,120304,843,Male,10,12,20,0
64,116498,856,Female,50,9,36,1
19,148949,564,Female,99,5,42,1
47,133870,841,Female,99,2,30,1
51,115119,895,Male,37,5,16,0
39,86830,465,Male,20,11,16,0
20,100632,615,Female,13,2,33,0
23,56833,300,Male,75,12,23,1
32,132394,560,Female,19,14,32,1
44,112864,362,Female,92,12,3,1
27,44398,782,Female,56,13,8,0
26,144633,620,Female,45,8,1,0
50,81554,500,Female,60,12,34,1
49,70755,521,Female,68,0,37,1
23,37706,451,Female,57,12,44,1
58,42340,761,Male,54,7,14,0
53,84994,516,Female,37,4,42,1
19,83884,495,Female,83,14,41,1
46,104361,501,Male,37,3,2,0
21,37482,533,Female,14,0,30,0
18,74225,440,Male,95,8,40,1
36,78849,797,Female,92,12,41,1
43,94854,854,Male,44,8,22,1
42,61256,356,Male,83,12,11,0
27,129545,803,Male,42,4,7,0
32,128721,441,Female,1,13,20,0
39,101110,883,Male,23,10,20,1
38,133606,838,Female,64,8,31,1
39,34650,405,Female,28,14,16,0
53,66118,464,Female,4,9,36,1
51,48930,514,Female,41,13,23,0
47,105707,370,Female,60,8,7,0
42,149030,878,Female,18,6,17,1
62,120400,389,Female,63,7,10,0
45,31801,527,Male,61,0,9,0
18,71360,378,Female,49,3,25,0
62,107908,648,Female,47,9,46,1
21,36559,545,Male,39,9,5,0
24,52334,571,Female,89,14,16,1
26,125473,702,Male,82,3,22,0
53,33288,415,Male,6,11,41,1
36,42398,734,Female,83,8,36,1
18,96230,829,Female,53,2,27,1
27,32191,741,Male,76,14,15,0
53,38051,471,Female,25,11,11,0
26,81715,315,Male,99,9,20,0
62,30737,355,Male,65,14,23,1
63,85140,890,Female,5,9,27,1
59,45251,402,Male,65,0,36,0
49,70975,583,Female,8,14,20,0
49,25147,816,Female,39,10,32,0
23,70508,577,Male,43,4,1,0
55,72224,568,Male,82,6,36,1
34,39643,699,Female,73,11,18,1
27,58967,802,Female,5,3,27,0
44,118850,385,Female,4,8,14,0
52,123535,619,Male,93,5,0,1
38,60733,331,Female,1,5,42,0
42,104003,635,Male,94,2,27,1
45,54808,350,Male,56,9,49,1
64,139222,378,Male,45,9,34,1
32,87288,473,Female,65,4,31,1
21,78959,800,Male,3,9,27,1
46,21849,874,Female,22,5,8,0
26,88178,375,Male,72,13,23,1
44,87136,615,Female,56,3,3,0
43,80740,672,Female,18,12,44,1
36,132255,380,Male,25,2,40,0
45,106322,370,Female,48,4,2,0
34,64565,370,Male,84,6,47,1
60,40183,345,Male,31,10,21,0
58,135306,346,Male,30,5,39,1
59,21132,890,Male,80,1,38,1
37,58259,721,Male,66,0,48,1
62,116612,448,Male,81,4,24,1
57,83668,429,Male,10,4,47,0
56,148355,755,Female,71,11,21,1
40,58563,804,Male,59,11,49,1
64,112227,543,Male,51,5,47,1
49,128835,773,Female,9,2,46,1
64,30931,681,Female,54,0,33,0
50,147156,402,Male,62,14,19,1
63,93169,788,Male,81,3,35,1
22,149457,336,Male,9,3,36,1
60,70639,848,Female,9,9,38,1
51,142536,819,Male,24,1,26,0
57,123313,632,Female,39,13,46,1
28,78901,696,Male,75,7,48,1
20,120417,595,Male,8,5,31,0
50,21044,406,Female,25,11,41,0
28,66691,829,Male,66,2,28,1
33,120735,382,Male,10,14,40,1
35,44363,587,Male,24,0,47,1
47,66694,760,Female,80,11,31,1
27,21582,514,Male,83,10,23,0
35,99910,580,Male,59,2,2,0
55,86844,758,Female,31,7,26,0
36,41301,643,Female,11,3,8,0
53,94329,493,Male,6,2,39,0
30,21620,457,Male,70,12,22,1
63,82224,764,Female,32,10,6,0
20,76655,403,Male,39,3,16,0
27,115419,333,Male,48,10,36,1
55,57534,401,Female,13,14,6,0
18,140050,624,Male,59,3,29,1
44,123496,891,Male,67,1,12,0
63,59390,440,Female,56,3,17,0
25,91629,773,Male,41,10,30,1
63,75856,330,Male,56,11,21,1
59,69252,362,Male,35,8,13,0
34,75809,859,Female,38,3,17,0
26,42259,386,Male,81,11,34,1
23,40655,603,Female,67,0,16,0
60,53005,360,Female,34,0,18,0
42,51629,695,Male,76,0,30,0
56,43610,633,Female,88,13,38,1
45,77184,710,Male,70,4,35,1
50,41602,583,Male,11,5,14,0
54,105945,765,Male,27,11,28,1
26,31110,379,Female,48,5,39,0
35,26073,376,Male,24,5,15,0
38,120846,839,Male,18,8,32,1
19,100818,660,Male,27,0,24,0
60,30195,376,Female,54,9,15,0
55,21537,808,Female,55,5,29,1
57,37138,463,Male,21,12,33,0
53,64328,308,Male,59,7,1,0
60,145138,474,Male,34,7,39,1
54,66202,761,Male,97,11,43,1
32,60164,606,Female,58,14,42,1
45,146545,887,Female,48,14,37,1
35,109743,544,Female,54,2,17,0
51,74659,421,Female,18,12,4,0
39,106155,484,Female,3,4,46,1
28,69692,331,Female,24,9,39,1
30,140198,868,Female,1,3,5,0
21,44845,609,Male,6,11,11,0
39,109846,671,Male,19,0,11,0
24,123435,895,Male,86,8,11,1
60,50562,355,Male,43,4,8,0
41,48036,572,Male,8,1,41,0
21,80752,763,Male,69,11,21,1
45,94233,755,Female,52,1,48,1
32,103049,548,Male,73,10,49,1
18,128575,377,Female,47,6,15,0
20,88681,833,Male,85,3,3,0
31,47818,407,Female,28,0,49,0
55,50544,572,Female,46,4,2,0
18,82532,314,Male,4,1,15,0
55,98636,669,Male,88,14,13,1
55,77705,603,Male,8,6,40,0
38,40104,504,Male,61,14,37,1
46,144336,412,Male,17,8,3,0
22,147904,552,Female,34,12,1,1
27,89603,740,Male,20,0,9,0
45,122499,485,Female,80,11,10,1
38,79025,526,Female,74,1,38,1
24,116264,827,Female,34,10,25,1
20,52317,653,Male,43,5,36,0
62,51416,300,Male,10,7,25,0
64,62012,852,Male,94,6,3,0
